screen_name,text
yulindaaini1,"Hindari destinasi wisata yang padat pengunjung selama pandemi. Jangan lupa patuhi protokol kesehatan serta tips yang pernah kami bagikan ya!

#AwardeeLPDP #PKDaring
#DiriUntukNegeri
#SDMUnggulIndonesiaMaju #AkuPastiMengabdi https://t.co/wuq8eEioyr"
pajakpma3,"Pemulihan ekonomi tidak akan terjadi kalau pandemi tidak teratasi. Jadi, kerjasama temankeu untuk patuh protokol kesehatan dan memutus rantai penyebaran covid-19 sangatlah penting.

Ayo #BersamaJagaIndonesia! Reply checklist yang sudah kamu lakukan ya <U+2705> https://t.co/vke0ocYN9u"
akbartaufiq,Penjualan BBM Subsidi @pertamina tidak menerapkan protokol kesehatan https://t.co/i08qXYRlFF
bintanggaw,@trindahutami Cuti trus liburan bu tami yang deket2 Aja kyk kelapangan arayan maen bultang yang penting menjaga protokol kesehatan hhehe
teguh_wibowo88,"Hindari destinasi wisata yang padat pengunjung selama pandemi. Jangan lupa patuhi protokol kesehatan serta tips yang pernah kami bagikan ya!

#AwardeeLPDP #PKDaring
#DiriUntukNegeri
#SDMUnggulIndonesiaMaju #AkuPastiMengabdi https://t.co/A0KcI3lvbU"
sukasukayunay,"Selamat hari Selasa! Siapa yang udah gak sabar mau ke mall? Eits, jangan lupa untuk tetap penuhi &amp; patuhi protokol kesehatan ya! <U+0001F609>

Belanja kebutuhan #NewNormal Essentials kamu ya di Watsons aja, semua lengkap! See you at #Watsons #WatsonsID https://t.co/mA4zLmKztJ"
sunat1231,"https://t.co/vYLMJlDsVC Selain Protokol Kesehatan, Ini Saran Pakar Cegah Corona di Perkantoran https://t.co/8GCVYzUY2r https://t.co/MtBAbxx82H"
museum_mandiri,"#SahabatMuseum kangen ingin berkunjung ke #MuseumMandiri?
Kami punya kabar gembira nih!!

Mulai besok, 14 Oktober 2020 #MuseumMandiri kembali buka, tentunya dengan menerapkan protokol kesehatan dan berbagai penyesuaian. 

Tetap patuhi aturan mainnya ya!
Selamat berkunjung <U+0001F609> https://t.co/UGaq0faiGZ"
Aryolejandro,"Bagi2 duit secara vulgar di lapangan, berkerumun tdk mengindahkan protokol kesehatan, ini kelakuan ormas Jari 98 yg deklarasi dukung Nomer Urut 3 Benyamin Davnie - Pilar Saga di Tangsel @bawaslu_RI
@DivHumas_Polri @KPU_ID

Sumber @OfficialiNewsTV: https://t.co/psBbmoyalZ https://t.co/cq5xHKnHkO"
Lesvangga,"Hindari destinasi wisata yang padat pengunjung selama pandemi. Jangan lupa patuhi protokol kesehatan serta tips yang pernah kami bagikan ya!

#AwardeeLPDP #PKDaring
#DiriUntukNegeri
#SDMUnggulIndonesiaMaju #AkuPastiMengabdi
@LPDP_RI https://t.co/3n3rE6bsQu"
DPPPerindo,"Perayaan HUT ke-6 Partai Perindo berlangsung penuh kehangatan &amp; tetap terapkan protokol kesehatan di DPW Sultra

""Pada HUT ke-6 ini kami fokus pada pembenahan kader di tingkat DPW, DPD, DPC. Juga meningkatkan kemampuan SDM dalam hadapi pilkada,"" Ketua DPW Sultra Jaffray Bittikaka https://t.co/7fqODWVMQB"
DPPPerindo,"Pengobatan gratis Partai Perindo bersama dr Daniel berjalan lancar di Desa Kabuau, Kotawaringin Timur, Kalimantan Tengah 

Semoga masyarakat bisa terbantu dengan #AksiNyataPerindo ini <U+0001F64F>

Jaga kesehatan, selalu terapkan protokol kesehatan <U+0001F44C>

#PerindoUpdate #PerindoPeduli https://t.co/aZUgQ2ZaLE"
PartaiPerindo,"Perayaan HUT ke-6 Partai Perindo berlangsung penuh kehangatan &amp; tetap terapkan protokol kesehatan di DPW Sultra

""Pada HUT ke-6 ini kami fokus pada pembenahan kader di tingkat DPW, DPD, DPC. Juga meningkatkan kemampuan SDM dalam hadapi pilkada,"" Ketua DPW Sultra Jaffray Bittikaka https://t.co/8DkMMnFQrd"
PartaiPerindo,"Pengobatan gratis Partai Perindo bersama dr Daniel berjalan lancar di Desa Kabuau, Kotawaringin Timur, Kalimantan Tengah 

Semoga masyarakat bisa terbantu dengan #AksiNyataPerindo ini <U+0001F64F>

Jaga kesehatan, selalu terapkan protokol kesehatan <U+0001F44C>

#PerindoUpdate #PerindoPeduli https://t.co/9QFouVXG1h"
BoyHoven,"Sayangi Diri
Lindungi Orang Tersayang

Tetap Jaga Ketertiban
Dan Patuhi Protokol Kesehatan

#HumasPoldaKepri #PoldaKepri #Multimediapoldakepri #Adaptasikebiasaanbaru #LawanCovid19 #Kepri #Indonesia #DisiplinBersamaPolri
#Pilkadadamai https://t.co/X26mmBFJT0"
NissanID,"Test Drive sekarang untuk merasakan sensasi Nissan e-POWER!

Ikuti Test Drive Roadshow All-New Nissan Kicks e-POWER di Dealer Nissan Puri Indah pada tanggal 17-18 October 2020!

*Test drive dilakukan dengan protokol kesehatan

#NissanIndonesia #NissanKicksIndonesia #NissanEPOWER https://t.co/5uENUx4eVC"
yhosea,"@PilarPetra Iya sis... selama PSBB jilid 2, Tangerang adl tujuan favorit warga Jakarta. Mal dan restoran buka dan bisa dine in, walau jam operasional masih dibatasi. Petugas mal dan restoran pun sdh melaksanakan protokol kesehatan dng baik."
Putra09400595,"@TRANSTV_CORP Semoga kondusif, taati protokol kesehatan"
metro_aktual,"https://t.co/78id9OxYBw. Talkshow bersama Paranti Fm, Dirbinmas Polda Banten ajak Masyarakat Terapkan Protokol Kesehatan dan Kampung Tangguh https://t.co/L3qNydEUyz"
soundfren,"Fren, meskipun sekarang panggung hiburan musik yang biasanya ditonton langsung, berubah jadi hiburan musik di layar gadget, buat kamu para musisi yang terlibat, jangan abaikan protokol kesehatan, ya.

#Soundfren #KoneksiBermusik https://t.co/834PLbUVCi"
satriasaid1,"Pembatasan Sosial Berskala Besar (PSBB) transisi tidak bermakna melonggarkan pelaksanaan protokol kesehatan, bahkan seharusnya lebih disiplin dalam menjalankannya.

#PartaiNasdem #NasdemPeduli

Selengkapnya:
https://t.co/tx1zt6bkL2"
arnold5508,@BNPB_Indonesia Saatnya mengarusutamakan pesan Presiden @jokowi : Hidup berdampingan dengan virus agar bebas pembatasan #PSBB tetapi disiplin pada perilaku dan protokol kesehatan https://t.co/iHhEhTT0IN
faradilatomu,"Hindari destinasi wisata yang padat pengunjung selama pandemi. Jangan lupa patuhi protokol kesehatan serta tips yang pernah kami bagikan ya!

#AwardeeLPDP #PKDaring
#DiriUntukNegeri
#SDMUnggulIndonesiaMaju #AkuPastiMengabdi #TugasPK162 https://t.co/6eGjcPH8VJ"
pajakbkttinggi,"Pemerintah serius menangani kesehatan dan melindungi masyarakat rentan terdampak untuk memulihkan Indonesia dari pandemi ini.

Tunjukkan dukungan Temankeu dengan tetap produktif dan disiplin jalankan protokol kesehatan ya."
detikhot,"Yay! Museum, gedung pertunjukan dan teater, sampai pusat perkampungan budaya Betawi di bawah naungan Pemprov DKI resmi dibuka di masa PSBB transisi. Tetap ikuti protokol kesehatan ya! #MuseumSeni https://t.co/EVRWyIBSaa"
kmhdi,"Penerapan New Normal PC KMHDI Banjarbaru Adakan Sosialisasi Protokol Kesehatan

#kmhdi
#NewNormal
https://t.co/9xbVrXH0hJ"
Nuwun_Gusti,Jangan lupa tuk selalu patuh disiplin protokol kesehatan #PakaiMasker #JagaJarak dan #CuciTanganPakaiSabun dimanapun kita berada.
rikoferdinand,"Hindari destinasi wisata yang padat pengunjung selama pandemi. Jangan lupa patuhi protokol kesehatan serta tips yang pernah kami bagikan ya!
@LPDP_RI 
#AwardeeLPDP #PKDaring
#DiriUntukNegeri
#SDMUnggulIndonesiaMaju #AkuPastiMengabdi https://t.co/7qMgBe8kXA"
RizalRa37190980,"Jangan lupa selalu patuhi protokol kesehatan ya #SobatDesa
.
#PKTD #ExploreDesa
#DesaBisa #MulaiDariDesa
#DesaMajuIndonesiaMaju
#KemendesPDTT"
NicoDelanoLeo,"Lagipula juga ada di Jakarta kok Mall nya, nggak perlu lagi ke Bekasi. Yg penting tetap protokol kesehatan https://t.co/O5Ebm6XwYF"
FerdinandoGrace,"Prajurit TNI selalu hadir untuk negeri. Menjaga kedaulatan negara di bawah komando UUD 1945 dan Pancasila. Berdiri di garis depan dan menjalankan misi kemanusiaan. Serta, menegakkan aturan PSBB dan mengayomi masyarakat untuk patuh terhadap protokol kesehatan. https://t.co/SLxMPlJOwJ"
kpp_pa,"Selamat berakhir pekan, Sahabat Perempuan dan Anak..

Mimin mau lanjut berbagi informasi tentang Protokol Kesehatan Keluarga nih.. protokol kesehatan ketika ada anggota keluarga yang terpapar Covid-19.
<U+2800>
#ProtokolKesehatanKeluarga #3M #Berjarak #KemenPPPA https://t.co/oapecLyJu6"
kpp_pa,"Hai Sahabat Perempuan dan Anak, kamu masih beraktivitas dari rumah atau di luar rumah?

Nah bagi Sahabat yang beraktivitas di luar rumah, perhatikan Protokol Kesehatan Keluarga yuk! Jangan lupa untuk mengingatkan anggota keluarga yang lain ya.
#ProtokolKesehatanKeluarga #Berjarak https://t.co/eEow62rcRO"
dwi3788,"Untuk Twitter:

Hindari destinasi wisata yang padat pengunjung selama pandemi. Jangan lupa patuhi protokol kesehatan serta tips yang pernah kami bagikan ya!

#AwardeeLPDP #PKDaring
#DiriUntukNegeri
#SDMUnggulIndonesiaMaju #AkuPastiMengabdi @LPDP_RI https://t.co/ZuCJgAI8Qs"
_arifMukhammad,"Hindari destinasi wisata yang padat pengunjung selama pandemi. Jangan lupa patuhi protokol kesehatan serta tips yang pernah kami bagikan ya!

@LPDP_RI
#AwardeeLPDP #PKDaring
#DiriUntukNegeri
#SDMUnggulIndonesiaMaju #AkuPastiMengabdi https://t.co/KnTMi6f32X"
arzeqnda,"Kan sudah kubilang, bergantung sama vaksin itu kyk bergantung sama pemadam kebakaran. Cara paling efektif ya karantina yg bner sampe kasus merendah, sisanya ikuti protokol kesehatan https://t.co/kwUZQBR7UZ"
JamalBoegis,@nurdinabdullahh Warga Sulsel lebih disiplin ikuti protokol kesehatan.
ITDC_id,Tim Asesor juga mengingatkan akan pentingnya penerapan protokol kesehatan kepada kami yang diwakilkan oleh Operation Head The Nusa Dua I Putu Trisna Wijaya. https://t.co/KzJD4Y6Jx0
ITDC_id,"Tim asesor mengobservasi langsung berbagai fasilitas dan atraksi yang berada di The Nusa Dua, untuk memeriksa penerapan protokol kesehatan dan pengelolaan lingkungan, https://t.co/4TrKyOWAZd"
ITDC_id,"Kami terus menjalankan seluruh protokol kesehatan dengan ketat di The Nusa Dua agar keselamatan dan kenyamanan kalian semua terlindungi. Kami tunggu kehadiranmu di The Nusa Dua, ya!

#ITDC
#CreatingDestinations
#TheNusaDua"
ITDC_id,"Untuk memastikan penerapan protokol Kebersihan, Kesehatan, Keselamatan, dan Kelestarian Lingkungan bagi para Sahabat semua yang ingin mengunjungi The Nusa Dua serta destinasi pariwisata lainnya, https://t.co/qtnqRyNCFn"
HutamaKarya,"Walaupun kekhawatiran dan rasa lelah datang silih berganti, Kak @a_aljauzi berpesan “Apapun pekerjaan nya tetap bersyukur dan berterima-kasih,” yang penting selama bekerja protokol kesehatan selalu dilaksakan ya, #Infrabuddies!"
sapphireskyBSD,"Salam hangat dari kami,
Jangan lupa untuk selalu melakukan prosedur protokol kesehatan <U+263A><U+FE0F>
#sapphireskyhotel#protokolkesehatan#healty#hotel @ Sapphire Sky Hotel BSD https://t.co/CtVrUdfUmE"
dayendewey,"Hindari destinasi wisata yang padat pengunjung selama pandemi. Jangan lupa patuhi protokol kesehatan serta tips yang pernah kami bagikan ya! @LPDP_RI

#AwardeeLPDP #PKDaring
#DiriUntukNegeri
#SDMUnggulIndonesiaMaju #AkuPastiMengabdi https://t.co/KkLO9ignYr"
kadimartha,"Hindari destinasi wisata yang padat pengunjung selama pandemi. Jangan lupa patuhi protokol kesehatan serta tips yang pernah kami bagikan ya!

#AwardeeLPDP #PKDaring
#DiriUntukNegeri
#SDMUnggulIndonesiaMaju #AkuPastiMengabdi @LPDP_RI https://t.co/eeCmabnAhR"
mostradio1058fm,"Berikut lokasi sim dan stnk keliling yang berlaku ada info dari Bripdut dika (@dikadwp ) bersama Briptu Putu (@putufungky) dari @NTMCLantasPolri , tetap ikuti protokol kesehatan ya ketika perpanjang sim ataupun stnk. #MostUpdate1058 #SimStnkKeliling https://t.co/VhXra6upKv https://t.co/YilR2OizTq"
LGHere4U,"@nodista Dear Bapak/Ibu , untuk saat ini sudah dibuka namun tetap mengikuti protokol kesehatan."
AliSarkowi,"Jakarta kembali PSBB. jangan lengah tetap terapkan 3m dan protokol kesehatan lainnya.
#jakartatanggapcorona https://t.co/IQmLW2AOOU"
AliSarkowi,"Jakarta psbb transisi lagi. Bioskop akhirnya sdh boleh dibuka kembali dengan syarat minim penonton. Hal ini upaya pengelola untuk menerapkan protokol kesehatan.
#jakartatanggapcorona https://t.co/RQvHjg436q"
Inisiatifnews,"Dibanding Aksi Berujung Anarkis dan Langgar Protokol Kesehatan, Mending Gugat UU Cipta Kerja ke MK https://t.co/KY60ZWWAHA https://t.co/ctXRgF3gQO"
deli_bunga,"Pakai kacamata biar keren<U+0001F60E>
Kacamata keren beli di Cikini
Selamat pagi FIUtizen
Sudahkah siap menghadapi hari ini?

Terus terapkan Protokol Kesehatan secara ketat dan disiplin ya, jangan lengah sedikitipun! 
Seperti minFIU yang tak pernah lengah menjaga kalian.

#ppatk #apuppt"
hnkm_ngidol,"@N_LalaJKT48 Waah ngga jadi live showroom karena latihan untuk InY hari jumat kah? Gapapa kalala semangat kegiatannya, tetap patuhi protokol kesehatan dengan ketat ya kak! Ditunggu next showroomnya! <U+0001F606>"
alfaelisabet1,"Saya telah memerintahkan Menteri Kesehatan untuk segera melakukan audit dan koreksi mengenai protokol keamanan untuk tenaga kesehatan dan pasien di seluruh rumah sakit. 

Rumah sakit harus menjadi tempat yang aman dan tidak menjadi klaster penyebaran Covid-19. https://t.co/KZTa0w0p8X"
Arkadwi8,"Selamat pagi,,Ready yah hari ini utk jaksel dan sekitarnya <U+0001F618><U+0001F618><U+0001F618> tetap memakai protokol kesehatan ya sblm treatment massage <U+0001F618><U+0001F618> 
WA : 089611515317
@Info_Pijat_Pria @DMassageJkt
@shadeapart1 @danijakarta2014
@fjr_pijaddict1 @Chingku16
 Terimakasih <U+0001F64F> https://t.co/AHZOTVyfKo"
Arkadwi8,"Selamat pagi,,Ready yah hari ini utk jaksel dan sekitarnya <U+0001F618><U+0001F618><U+0001F618> tetap memakai protokol kesehatan ya sblm treatment massage <U+0001F618><U+0001F618> 
WA : 089611515317
@Candu_Pijat
@ryannntannn 
@fjr_pijaddict1 
 Terimakasih <U+0001F64F> https://t.co/j7jByI72Xj"
EndahNadia2,"Helo semua. 
Untuk memberikan hak-hak suara kalian dalam berdemokrasi. sebaiknya lakukan dengan menerapkan protokol kesehatan ya! <U+0001F637><U+0001F44D><U+0001F3FB><U+0001F44C><U+0001F3FB>
#OmnibusLawHalal #RESONANCE_Pt1 #RNPwithGULFDAY2 #CutieSexyLovelyJimin https://t.co/j7v3yGX5Ss"
Hyunniekim26,"@jokowi Itu berarti positive rate Indonesia berkisar antara 10-15%,2-3x lipat lebih tinggi dibanding Filipina,angka positive rate yg tinggi ini menunjukkan bahwa msh banyak yg tidak mematuhi protokol kesehatan,dan jg menunjukkan bahwa tes yg dilakukan itu msh kurang"
sesa_dhafa,"Selamat Hari Museum Indonesia. Setelah ditutup selama PSBB jilid 2 ini, mulai besok museum-museum di Jakarta kembali buka loh. Kalian bisa kembali mengunjungi museum kesayangan kalian, dengan protokol kesehatan tentunya.

In frame: salah satu gedung di Museum Kebaharian Jakarta. https://t.co/bNBUs07ql8"
iponxonik,"@Annxdwc @Qonitaaaaar @imanlagi @elisa_jkt Warga yg ga mau ikutin protokol kesehatan.
Giliran banyak yg positif, nyalahin pemerintah.
Adeeh"
Adhi_Faiz,"@marzukialie_MA @CCICPolri Kalau punya keinginan untuk Mahasiswa-mahasiswamu menaati protokol kesehatan untuk mencegah penularan COVID-19, pasti cara penyampaian pendapat dengan berkerumun/berdemonstrasi dicegah. Marzuki harus pertanggungjawabkan perbuatannya! Cc: @DivHumas_Polri @KejaksaanRI @WahabisLokal"
Adhi_Faiz,"@marzukialie_MA @cute_nafie @CCICPolri @DivHumas_Polri @KejaksaanRI @WahabisLokal Anda paham tidak, mengapa perkuliahan secara tatap pun masih tidak diperbolehkan untuk dilakukan di Kampus berdasarkan Protokol Kesehatan dalam pandemi #COVID19? Protokol Kesehatan mana yang anda bicarakan? Kerumunan itu membawa risiko tinggi penularan COVID19. Bisa dipahami?"
Adhi_Faiz,"Cuma bisa melamuninya @SBYudhoyono kelihatannya, @AnnisaPohan, tapi tidak berbuat nyata mencegah anarkisme yang merusak &amp; pelanggaran luas protokol kesehatan yang menyebar penularan #COVID19! Coba berpikir lebih keras &amp; lebih jernih jika benar cinta #Indonesia! <U+0001F642><U+0001F44E> Cc: @jokowi https://t.co/kPlzjY9i5U"
Adhi_Faiz,"@ganjarpranowo Tak berkerumun &amp; menjaga jarak sebagai protokol kesehatan di masa darurat kesehatan pandemi #COVID19 tidak terpatuhi. Ke depan, Pusat/Daerah harus mencegah/melarang penyampaian pendapat dengan cara demonstrasi... Cc: @jokowi @kemendagri @KemenkesRI @BNPB_Indonesia @DivHumas_Polri"
ndrerahadian,"ILUNI UI mengucapkan selamat berjuang kepada para alumni UI dalam Pemilihan Kepala Daerah (Pilkada) 2020. 

Semoga berjalan lancar dan sukses. Selamat membawa aspirasi rakyat. Jaga selalu persatuan dan patuhi protokol kesehatan secara ketat dalam setiap proses pemilihan. https://t.co/7W53Gc7sPO"
beritaKBR,"""Ingat, mereka yg abaikan protokol kesehatan sehingga menimbulkan korban jiwa bukan hanya dimintai pertanggungjawaban di dunia, tetapi juga di akhirat,” tegas Doni!

#satgascovid19 #ingatpesanibu #pakaimasker #jagajarak #hindarikerumunan #cucitangan #adv

https://t.co/CDQqyzg3EU"
sitamanda,"Gw ke PMI Kramat. Susah dah mau parkir, harus di jalanan. Tapi dibantuin banget sama satpam dan tukang parkir.

Protokol kesehatan, yah so-so. Duduk di antrian administrasi gak bisa berjarak banget tapi pas di ruang donor lebih nyaman. Pendonor dapat surgical mask semua."
mramdanf,"Pernah ga sih lo nasehatin orang supaya naatin protokol kesehatan, tapi malah balik di ancem sama orang yg di nasehatin"
Ind_Mengajar,"Kegiatan belajar mengajar berlangsung dengan baik, Mama Betriks dan Mama Anugrah juga ikut membantu mendampingi anak-anak. Tentunya dengan tetap menerapkan protokol kesehatan kok teman-teman. https://t.co/5i6OwFcufN"
azharieazharou,"Mana bisa selesai kalo cuma protokol kesehatan pak.
Kuncinya 3T(Test, Tracing &amp; Treatment).
Selama Testingnya sedikit ya kita kalah 5 langkah dari Covid 19. <U+0001F926><U+0001F3FD><U+200D><U+2642><U+FE0F> https://t.co/9t8Mz98g13"
aku_pamuji,"@ganjarpranowo @AriefRohman_838 @info_Blora @SatpolPPBlora @DinkominfoBlora Sentil aja pak, pejabat jateng yg mengindahkan protokol kesehatan"
PTBalaiPustaka,"bersama antara Dirut RNI dengan Dirut Balai Pustaka yang dapat menjadi pembelajaran yang bermanfaat.

Meskipun di masa pandemi Covid-19, kegiatan bisnis serta kunjungan silaturahmi sesama BUMN tetap berjalan dengan tetap selalu memperhatikan protokol kesehatan."
yarrafebryann,@F_BriJKT48 ttp jaga protokol kesehatan ya mba nana heheh
Tere_one34,"@ganjarpranowo @AriefRohman_838 @info_Blora @SatpolPPBlora @DinkominfoBlora Astaga.... 
Saya aja kagak pernah ke mana2 klu engga perlu2 banget. Protokol kesehatan tingkat tinggi, ini kok pejabat publik malah joget2 tanpa patuhi protokol pandemi. Kapan selesainya pandemi ini.."
JanissaryD_Last,"@JanissaryD_Last @ZAEffendy Disaat musibah pandemi covid msh berlangsung, tak terasa Indonesia sdh memasuki bulan2 penghujan yg bs mendatangkan tambahan cobaan. Tetap disiplin dgn protokol kesehatan, dan waspada dgn musim hujan yg mendatangkan banjir."
Githanadi,"SNIzen, pendaftaran dan pengiriman video untuk Lomba Video bertemakan “Penerapan Ketertelusuran Pengukuran dalam Protokol Kesehatan di Adaptasi Kebiasaan Baru”, diperpanjang hingga 16 Oktober 2020 lho! Syarat dan ketentuan lomba dapat SNIzen baca pada gambar berikut ini ya. (1/3) https://t.co/jlE1BmDBmZ"
rinidyah6,"Aksi Selasa Besok Tgl 13 Oktober 2020 akan diadakan di seluruh Indonesia oleh Komite Anak NKRI dan mengajak seluruh element  masyarakat yg ada utk Tetap Menerapkan Protokol Kesehatan.
#JokowiDiktatorFasis 
#JokowiDiktatorFasis https://t.co/NGFwIdQKwz"
Aripinipin123,"Protokol kesehatan ini disusun oleh @kpp_pa  bersama @KemenkesRI  dan @BNPB_Indonesia melalui Surat Keputusan Bersama tentang Protokol Kesehatan Keluarga Pada Masa Pandemi Corona Virus Disease 2019 (Covid-19) berdasarkan arahan Presiden RI, @jokowi  pada 24 September 2020. https://t.co/768Ga5Rwme"
kemenkopmk,"Halo #SahabatPMK ,  Kementerian Pemberdayaan Perempuan dan Perlindungan Anak ( @kpp_pa ) baru saja merilis Protokol Kesehatan Keluarga untuk mencegah dan mengendalikan penularan COVID-19 di klaster keluarga.

#KemenkoPMK 
#ProtokolKesehatanKeluarga
 #KemenPPPA https://t.co/kZiilQR2H0"
kemenkopmk,"Nah #SahabatPMK , yuk kita simak penjelasan mengenai Protokol Kesehatan Keluarga tersebut dalam infografis. Atau dapat mengunduh tautan pada link berikut ini https://t.co/5UzXT2Us25 <U+0001F60E>

#KemenkoPMK 
#AyoBerubah 
#RevolusiMental 
#ProtokolKesehatanKeluarga
 #KemenPPPA https://t.co/0KQUNlAipP"
